Symbol,Security Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E Ratio,EPS(TTM),EPS Growth,Div Yield,Sector,Analyst Rating
ELA,Envela Corporation,6.25 USD,−0.64%,18.58 K,0.79,162.47 M USD,22.19,0.28 USD,+15.03%,0.00%,Retail trade,Strong buy
ELAB,PMGC Holdings Inc.,2.35 USD,+0.43%,36.38 K,0.33,3.23 M USD,—,−409.35 USD,—,0.00%,Health technology,—
ELAN,Elanco Animal Health Incorporated,12.66 USD,−0.08%,4.74 M,0.75,6.29 B USD,16.90,0.75 USD,—,0.00%,Health technology,Buy
ELDN,"Eledon Pharmaceuticals, Inc.",3.05 USD,+0.99%,175.43 K,0.80,182.64 M USD,—,−2.21 USD,+56.51%,0.00%,Health technology,Strong buy
ELEV,"Elevation Oncology, Inc.",0.3157 USD,−1.65%,332.65 K,0.32,18.7 M USD,—,−0.81 USD,+21.15%,0.00%,Health technology,Buy
ELF,"e.l.f. Beauty, Inc.",83.93 USD,+1.39%,2.98 M,1.35,4.73 B USD,49.91,1.68 USD,−25.46%,0.00%,Consumer non-durables,Buy
ELLO,Ellomay Capital Ltd,14.61 USD,−0.61%,1.56 K,0.36,187.78 M USD,—,−0.51 USD,−539.51%,0.00%,Utilities,—
ELMD,"Electromed, Inc.",19.65 USD,−3.44%,52.31 K,0.50,164.79 M USD,24.62,0.80 USD,+61.47%,0.00%,Health technology,Strong buy
ELPW,Elong Power Holding Limited,4.86 USD,−2.02%,318.98 K,1.18,225.59 M USD,22.42,0.22 USD,+67.03%,0.00%,Producer manufacturing,—
ELSE,"Electro-Sensors, Inc.",4.07 USD,+3.04%,36.29 K,0.25,14.04 M USD,37.72,0.11 USD,+12.28%,0.00%,Electronic technology,—
ELTK,Eltek Ltd.,10.01 USD,+1.11%,869,0.04,67.21 M USD,19.40,0.52 USD,−51.62%,1.90%,Electronic technology,—
ELTX,"Elicio Therapeutics, Inc.",5.66 USD,+9.90%,16.97 K,0.71,90.54 M USD,—,−4.16 USD,+28.14%,0.00%,Health technology,Buy
ELUT,"Elutia, Inc.",1.72 USD,+1.18%,7.93 K,0.22,70.72 M USD,—,−1.94 USD,+26.69%,0.00%,Health technology,Strong buy
ELV,"Elevance Health, Inc.",372.27 USD,−3.18%,2.48 M,1.22,84.11 B USD,14.52,25.63 USD,−3.15%,1.77%,Health services,Buy
ELVN,"Enliven Therapeutics, Inc.",16.40 USD,−2.21%,222.51 K,0.56,804.74 M USD,—,−1.93 USD,−0.19%,0.00%,Health technology,Strong buy
EMBC,Embecta Corp.,10.72 USD,+2.00%,796.56 K,1.04,626.21 M USD,11.82,0.91 USD,−25.50%,5.60%,Health technology,Neutral
EMCG,Embrace Change Acquisition Corp,12.00 USD,+0.17%,2.81 K,0.27,54.24 M USD,75.24,0.16 USD,−32.13%,0.00%,Finance,—
EME,"EMCOR Group, Inc.",463.32 USD,+1.09%,397.63 K,0.86,20.74 B USD,20.47,22.63 USD,+49.24%,0.22%,Industrial services,Buy
EML,Eastern Company (The),22.64 USD,−2.50%,5.22 K,0.58,139.16 M USD,9.67,2.34 USD,+47.67%,1.94%,Consumer durables,Strong buy
EMN,Eastman Chemical Company,80.54 USD,−1.01%,1.06 M,0.74,9.3 B USD,10.26,7.85 USD,+0.96%,4.07%,Process industries,Buy
EMR,Emerson Electric Company,118.24 USD,+0.76%,4.43 M,1.49,66.51 B USD,28.22,4.19 USD,+24.28%,1.78%,Electronic technology,Buy
ENFY,Enlightify Inc.,0.9500 USD,−5.47%,42.44 K,2.34,15.31 M USD,—,−1.94 USD,−59.03%,0.00%,Process industries,—
ENGN,enGene Holdings Inc.,4.24 USD,−1.17%,45.48 K,0.32,216.54 M USD,—,−1.52 USD,"−29,373.08%",0.00%,Health technology,Strong buy
ENGS,Energys Group Limited,2.91 USD,+5.05%,1.36 M,4.19,41.47 M USD,—,—,—,0.00%,Electronic technology,—
ENLV,Enlivex Therapeutics Ltd.,0.9750 USD,+1.34%,16.71 K,0.31,23.25 M USD,—,−0.72 USD,+53.95%,0.00%,Health technology,Strong buy
ENOV,Enovis Corporation,31.56 USD,−2.50%,694.18 K,0.66,1.8 B USD,—,−14.48 USD,−712.12%,0.00%,Health technology,Strong buy
ENPH,"Enphase Energy, Inc.",39.64 USD,+4.30%,10.17 M,0.95,5.2 B USD,36.88,1.07 USD,−44.31%,0.00%,Electronic technology,Neutral
ENR,"Energizer Holdings, Inc.",22.91 USD,+0.39%,766.16 K,0.64,1.65 B USD,31.27,0.73 USD,−38.03%,5.24%,Consumer non-durables,Buy
ENS,EnerSys,80.24 USD,−1.28%,701.38 K,1.58,3.15 B USD,8.90,9.01 USD,+38.56%,1.18%,Producer manufacturing,Buy
ENSC,"Ensysce Biosciences, Inc.",2.20 USD,+1.38%,31.86 K,0.06,5.22 M USD,—,−6.36 USD,+87.94%,0.00%,Health technology,—
ENSG,"The Ensign Group, Inc.",144.55 USD,−0.07%,263.06 K,0.54,8.31 B USD,27.16,5.32 USD,+40.20%,0.17%,Health services,Buy
ENTA,"Enanta Pharmaceuticals, Inc.",5.81 USD,+1.04%,67.7 K,0.60,124.2 M USD,—,−4.54 USD,+27.32%,0.00%,Health technology,Buy
ENTG,"Entegris, Inc.",72.34 USD,−1.13%,2.88 M,0.82,10.95 B USD,35.40,2.04 USD,−1.72%,0.55%,Producer manufacturing,Buy
ENTO,Entero Therapeutics Inc.,0.3799 USD,−8.68%,104.2 K,0.35,1.81 M USD,—,−7.32 USD,+85.14%,0.00%,Health technology,—
ENTX,Entera Bio Ltd.,1.95 USD,−0.51%,96.11 K,3.37,88.63 M USD,—,−0.26 USD,+9.57%,0.00%,Health technology,Strong buy
ENVA,"Enova International, Inc.",90.69 USD,−0.65%,141.38 K,0.71,2.3 B USD,10.68,8.49 USD,+52.79%,0.00%,Finance,Strong buy
ENVB,"Enveric Biosciences, Inc.",1.28 USD,+5.79%,104.04 K,0.16,3.16 M USD,—,−13.34 USD,+86.14%,0.00%,Health technology,Strong buy
ENVX,Enovix Corporation,7.77 USD,+0.39%,2.9 M,0.64,1.49 B USD,—,−1.29 USD,+4.40%,0.00%,Producer manufacturing,Strong buy
EOG,"EOG Resources, Inc.",110.18 USD,−0.55%,1.99 M,0.58,60.13 B USD,10.23,10.78 USD,−14.91%,3.42%,Energy minerals,Buy
EOLS,"Evolus, Inc. Common Stock",9.68 USD,+1.26%,462.7 K,0.43,624.12 M USD,—,−0.89 USD,+15.00%,0.00%,Health technology,Strong buy
EONR,EON Resources Inc.,0.4060 USD,+11.45%,1.56 M,1.05,8.03 M USD,—,−0.89 USD,"−1,547.05%",0.00%,Energy minerals,Strong buy
EOSE,"Eos Energy Enterprises, Inc.",6.38 USD,+6.33%,8.82 M,0.95,1.45 B USD,—,−4.42 USD,−174.18%,0.00%,Producer manufacturing,Buy
EP,Empire Petroleum Corporation,4.05 USD,0.00%,53.77 K,1.99,136.56 M USD,—,−0.51 USD,+13.18%,0.00%,Energy minerals,—
EPAC,Enerpac Tool Group Corp.,42.54 USD,−1.28%,180.93 K,1.00,2.3 B USD,25.14,1.69 USD,+34.38%,0.09%,Producer manufacturing,Buy
EPAM,"EPAM Systems, Inc.",175.95 USD,−2.59%,1.06 M,1.20,9.97 B USD,24.60,7.15 USD,−2.09%,0.00%,Technology services,Buy
EPC,Edgewell Personal Care Company,27.40 USD,+1.07%,469.7 K,0.75,1.29 B USD,16.00,1.71 USD,−28.65%,2.19%,Consumer non-durables,Buy
EPD,Enterprise Products Partners L.P.,31.29 USD,−0.32%,2.75 M,0.64,67.86 B USD,11.75,2.66 USD,+4.36%,6.78%,Industrial services,Buy
EPIX,ESSA Pharma Inc.,1.69 USD,+1.81%,9.32 K,0.10,75.02 M USD,—,−0.64 USD,−2.28%,0.00%,Health technology,Neutral
EPM,"Evolution Petroleum Corporation, Inc.",4.31 USD,+0.23%,133.34 K,0.73,147.87 M USD,—,−0.03 USD,−131.67%,11.14%,Energy minerals,Buy
EPOW,"Sunrise New Energy Co., Ltd",0.9900 USD,−1.98%,12.66 K,0.42,26.72 M USD,—,−0.45 USD,+52.17%,0.00%,Technology services,—
EPSM,Epsium Enterprise Limited,14.20 USD,−3.27%,101.69 K,0.14,190.82 M USD,—,—,—,0.00%,Distribution services,—
EPSN,Epsilon Energy Ltd.,7.16 USD,+0.99%,56.89 K,0.68,157.64 M USD,35.69,0.20 USD,−9.68%,3.49%,Energy minerals,Strong buy
EPWK,EPWK Holdings Ltd.,10.26 USD,+14.57%,1.35 M,3.30,229 M USD,—,—,—,0.00%,Technology services,—
EQ,"Equillium, Inc.",0.4060 USD,+2.53%,37.14 K,0.73,14.5 M USD,—,−0.39 USD,−13.35%,0.00%,Health technology,Neutral
EQBK,"Equity Bancshares, Inc.",38.76 USD,−0.33%,46.35 K,1.07,678.9 M USD,9.83,3.94 USD,+556.70%,1.47%,Finance,Buy
EQH,"Equitable Holdings, Inc.",51.80 USD,−0.63%,1.19 M,0.56,15.74 B USD,14.08,3.68 USD,+13.92%,1.85%,Finance,Buy
EQT,EQT Corporation,55.61 USD,−0.14%,6.81 M,0.93,33.29 B USD,95.90,0.58 USD,−57.71%,1.13%,Energy minerals,Buy
EQV,EQV Ventures Acquisition Corp.,10.43 USD,+0.19%,65.1 K,0.14,464.89 M USD,46.69,0.22 USD,—,0.00%,Finance,—
EQX,Equinox Gold Corp.,6.72 USD,+2.44%,15.61 M,1.39,3.07 B USD,14.37,0.47 USD,—,0.00%,Non-energy minerals,Buy
ERAS,"Erasca, Inc.",1.22 USD,+0.83%,933.42 K,0.90,345.61 M USD,—,−0.62 USD,+25.93%,0.00%,Health technology,Strong buy
ERIE,Erie Indemnity Company,348.80 USD,+0.01%,125.93 K,1.12,16.24 B USD,29.92,11.66 USD,+26.78%,1.51%,Finance,Buy
ERII,"Energy Recovery, Inc.",12.56 USD,+0.88%,423.21 K,0.63,684.51 M USD,34.47,0.36 USD,+8.48%,0.00%,Producer manufacturing,Buy
ERNA,Ernexa Therapeutics Inc.,0.2280 USD,−0.18%,444.18 K,2.12,14.22 M USD,—,−6.21 USD,−45.96%,0.00%,Health technology,—
ES,Eversource Energy (D/B/A),63.46 USD,+0.63%,1.59 M,0.63,23.31 B USD,27.40,2.32 USD,—,4.57%,Utilities,Buy
ESAB,ESAB Corporation,123.22 USD,−1.35%,171.77 K,0.77,7.47 B USD,27.67,4.45 USD,+15.74%,0.26%,Producer manufacturing,Buy
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership",7.20 USD,−0.14%,17.61 K,3.69,1.95 B USD,—,—,—,1.94%,Finance,—
ESCA,"Escalade, Incorporated",13.61 USD,−3.88%,13.35 K,0.87,187.64 M USD,13.82,0.98 USD,+8.56%,4.41%,Consumer durables,Strong buy
ESE,ESCO Technologies Inc.,178.40 USD,−0.14%,132.86 K,0.77,4.61 B USD,39.09,4.56 USD,+19.97%,0.18%,Electronic technology,Buy
ESEA,Euroseas Ltd.,37.83 USD,−1.20%,10.53 K,0.38,265.06 M USD,2.34,16.15 USD,−1.86%,6.48%,Transportation,Strong buy
ESGL,ESGL Holdings Limited,2.30 USD,+2.20%,10.03 K,0.19,96.15 M USD,—,−0.04 USD,+60.40%,0.00%,Industrial services,—
ESGR,Enstar Group Limited,334.58 USD,+0.02%,86.88 K,0.95,4.99 B USD,10.69,31.29 USD,−39.25%,0.00%,Finance,Neutral
ESI,Element Solutions Inc.,21.40 USD,−0.88%,974.09 K,0.58,5.19 B USD,18.15,1.18 USD,+122.60%,1.50%,Process industries,Strong buy
ESLA,"Estrella Immunopharma, Inc.",1.04 USD,+4.00%,4.97 K,0.15,37.61 M USD,—,−0.29 USD,−57.12%,0.00%,Health technology,Strong buy
ESNT,Essent Group Ltd.,57.60 USD,−0.36%,897.73 K,1.60,5.84 B USD,8.43,6.83 USD,+3.26%,2.00%,Finance,Buy
ESOA,Energy Services of America Corporation,10.69 USD,+5.42%,316 K,0.89,178.71 M USD,9.70,1.10 USD,+81.45%,0.56%,Industrial services,Strong buy
ESP,Espey Mfg. & Electronics Corp.,37.39 USD,+5.56%,26.01 K,0.80,105.87 M USD,13.95,2.68 USD,+39.44%,2.54%,Electronic technology,—
ESPR,"Esperion Therapeutics, Inc.",0.7903 USD,−1.58%,7.36 M,1.05,156.64 M USD,—,−0.79 USD,+20.95%,0.00%,Health technology,Buy
ESQ,"Esquire Financial Holdings, Inc.",88.69 USD,−0.85%,32.71 K,0.79,750.45 M USD,16.80,5.28 USD,+13.58%,0.70%,Finance,Buy
ESSA,"ESSA Bancorp, Inc.",18.27 USD,−1.24%,13.66 K,0.35,185.53 M USD,11.79,1.55 USD,−16.51%,3.28%,Finance,—
ESTA,Establishment Labs Holdings Inc.,36.62 USD,−0.62%,306.87 K,0.76,1.06 B USD,—,−3.10 USD,+1.51%,0.00%,Health technology,Strong buy
ESTC,Elastic N.V.,92.25 USD,−0.81%,1.14 M,0.59,9.63 B USD,—,−1.30 USD,−383.32%,0.00%,Technology services,Buy
ET,Energy Transfer LP,17.85 USD,−0.17%,7.73 M,0.63,61.26 B USD,13.44,1.33 USD,+22.16%,7.20%,Industrial services,Strong buy
ETD,Ethan Allen Interiors Inc.,26.07 USD,+0.35%,258.16 K,0.66,662.96 M USD,11.56,2.26 USD,−18.18%,5.98%,Consumer durables,Neutral
ETN,"Eaton Corporation, PLC",321.06 USD,−0.00%,1.43 M,0.66,125.63 B USD,32.41,9.91 USD,+16.93%,1.20%,Producer manufacturing,Buy
ETNB,"89bio, Inc.",9.49 USD,−1.66%,1.04 M,0.44,1.39 B USD,—,−3.38 USD,−68.13%,0.00%,Health technology,Strong buy
ETON,"Eton Pharmaceuticals, Inc.",19.81 USD,−2.17%,271.88 K,0.69,531.26 M USD,—,−0.18 USD,−619.82%,0.00%,Health technology,Strong buy
ETOR,eToro Group Ltd.,65.39 USD,−1.64%,730.14 K,—,5.36 B USD,—,—,—,0.00%,Technology services,—
ETR,Entergy Corporation,82.82 USD,+1.89%,1.95 M,0.60,35.68 B USD,26.87,3.08 USD,−38.25%,2.81%,Utilities,Buy
ETSY,"Etsy, Inc.",47.60 USD,−0.75%,3.05 M,0.69,4.96 B USD,33.81,1.41 USD,−35.81%,0.00%,Retail trade,Neutral
ETWO,"E2open Parent Holdings, Inc.",2.57 USD,−3.02%,757.03 K,0.70,884.68 M USD,—,−2.14 USD,+39.42%,0.00%,Technology services,Neutral
EUDA,Euda Health Holdings Limited,3.76 USD,+2.45%,44.06 K,0.59,139.71 M USD,—,—,—,0.00%,Health services,—
EURK,Eureka Acquisition Corp,10.38 USD,+0.19%,150.09 K,3.40,79.36 M USD,61.53,0.17 USD,—,0.00%,Finance,—
EVC,Entravision Communications Corporation,1.90 USD,+0.53%,99.93 K,0.50,172.85 M USD,—,−1.13 USD,−52.27%,10.53%,Consumer services,—
EVCM,EverCommerce Inc.,9.72 USD,−2.21%,209.06 K,0.91,1.77 B USD,—,−0.18 USD,+19.43%,0.00%,Technology services,Buy
EVER,"EverQuote, Inc.",22.59 USD,−0.26%,412.67 K,0.84,816.78 M USD,21.95,1.03 USD,—,0.00%,Technology services,Buy
EVEX,"Eve Holding, Inc.",4.38 USD,−0.45%,104.36 K,0.50,1.3 B USD,—,−0.55 USD,−18.26%,0.00%,Electronic technology,Buy
EVGN,Evogene Ltd.,1.17 USD,−1.30%,15.36 K,0.31,7.81 M USD,—,−2.70 USD,+40.99%,0.00%,Health technology,Strong buy
EVGO,EVgo Inc.,3.84 USD,+4.07%,4.96 M,0.96,1.18 B USD,—,−0.40 USD,−2.91%,0.00%,Retail trade,Strong buy
EVH,"Evolent Health, Inc",7.21 USD,−2.04%,2.21 M,0.77,846.45 M USD,—,−1.22 USD,+2.63%,0.00%,Commercial services,Strong buy
EVI,"EVI Industries, Inc.",17.70 USD,−2.21%,6.72 K,0.58,225.83 M USD,36.01,0.49 USD,+34.51%,0.00%,Distribution services,—
EVLV,"Evolv Technologies Holdings, Inc.",5.71 USD,−4.99%,6.5 M,1.05,936.42 M USD,—,−0.28 USD,+53.11%,0.00%,Electronic technology,Buy
EVOK,"Evoke Pharma, Inc.",3.76 USD,+1.62%,8.81 K,0.68,5.61 M USD,—,−3.18 USD,+85.54%,0.00%,Health technology,Strong buy
EVR,Evercore Inc.,226.10 USD,+0.26%,322.41 K,0.47,8.74 B USD,21.65,10.44 USD,+63.90%,1.42%,Finance,Buy
EVRG,"Evergy, Inc.",65.80 USD,−0.18%,1.5 M,0.57,15.14 B USD,17.34,3.80 USD,+22.83%,3.98%,Utilities,Buy
EVRI,Everi Holdings Inc.,14.10 USD,+0.14%,815.11 K,0.58,1.22 B USD,86.98,0.16 USD,−75.39%,0.00%,Consumer services,Neutral
EVTC,"Evertec, Inc.",36.34 USD,−1.97%,300.33 K,0.76,2.33 B USD,18.22,2.00 USD,+100.22%,0.55%,Commercial services,Buy
EVTL,Vertical Aerospace Ltd.,5.38 USD,−1.10%,216.27 K,0.46,455.16 M USD,—,—,—,0.00%,Electronic technology,Strong buy
EVTV,"Envirotech Vehicles, Inc.",0.1825 USD,−7.83%,1.03 M,1.14,4.68 M USD,—,−0.90 USD,+8.34%,0.00%,Producer manufacturing,—
EW,Edwards Lifesciences Corporation,74.99 USD,+0.27%,3.74 M,0.75,43.99 B USD,50.10,1.50 USD,−35.67%,0.00%,Health technology,Buy
EWBC,"East West Bancorp, Inc.",90.33 USD,−0.67%,434.56 K,0.56,12.45 B USD,10.77,8.38 USD,+5.50%,2.49%,Finance,Buy
EWCZ,"European Wax Center, Inc.",5.15 USD,−2.46%,440.41 K,0.41,284.31 M USD,25.22,0.20 USD,−17.66%,0.00%,Consumer services,Neutral
EWTX,"Edgewise Therapeutics, Inc.",14.21 USD,+1.36%,1.01 M,0.98,1.49 B USD,—,−1.55 USD,−0.86%,0.00%,Health technology,Strong buy
EXAS,Exact Sciences Corporation,56.95 USD,+0.83%,2.06 M,0.73,10.74 B USD,—,−5.50 USD,−315.22%,0.00%,Health technology,Strong buy
EXC,Exelon Corporation,43.67 USD,+0.58%,9.68 M,1.23,44.09 B USD,16.20,2.70 USD,+16.11%,3.53%,Utilities,Neutral
EXE,Expand Energy Corporation,115.96 USD,+1.37%,1.82 M,0.64,27.6 B USD,—,−5.37 USD,−172.29%,1.98%,Energy minerals,Strong buy
EXEL,"Exelixis, Inc.",42.39 USD,−1.10%,2.94 M,0.59,11.56 B USD,19.23,2.20 USD,+240.89%,0.00%,Health technology,Buy
EXFY,"Expensify, Inc.",2.22 USD,−4.72%,392.82 K,0.64,205.14 M USD,—,−0.11 USD,+77.80%,0.00%,Technology services,Buy
EXLS,"ExlService Holdings, Inc.",45.58 USD,−0.61%,1.72 M,1.43,7.42 B USD,34.43,1.32 USD,+21.83%,0.00%,Technology services,Buy
EXOD,"Exodus Movement, Inc.",35.00 USD,−1.07%,103.7 K,0.60,1.01 B USD,19.86,1.76 USD,—,0.00%,Technology services,Strong buy
EXOZ,eXoZymes Inc.,14.90 USD,+2.05%,2.59 K,0.13,124.68 M USD,—,—,—,0.00%,Process industries,—
EXP,Eagle Materials Inc,214.37 USD,+0.33%,316.84 K,0.74,7.01 B USD,15.59,13.75 USD,+0.96%,0.47%,Non-energy minerals,Buy
EXPD,"Expeditors International of Washington, Inc.",112.46 USD,−1.08%,1.1 M,0.76,15.4 B USD,18.67,6.02 USD,+27.67%,1.30%,Transportation,Sell
EXPE,"Expedia Group, Inc.",158.98 USD,−1.08%,1.27 M,0.44,20.21 B USD,18.73,8.49 USD,+59.27%,0.25%,Consumer services,Buy
EXPI,"eXp World Holdings, Inc.",7.63 USD,−0.39%,1.07 M,0.83,1.19 B USD,—,−0.11 USD,+35.76%,2.62%,Finance,Buy
EXPO,"Exponent, Inc.",76.20 USD,−1.59%,184.95 K,0.69,3.87 B USD,37.27,2.04 USD,+3.98%,1.50%,Industrial services,Neutral
EXTR,"Extreme Networks, Inc.",15.39 USD,−2.84%,1.04 M,0.84,2.05 B USD,—,−0.42 USD,−574.23%,0.00%,Electronic technology,Buy
EYE,"National Vision Holdings, Inc.",18.85 USD,+0.59%,1.52 M,0.49,1.49 B USD,—,−0.33 USD,+64.30%,0.00%,Retail trade,Buy
EYEN,"Eyenovia, Inc.",1.77 USD,−12.81%,1.26 M,0.20,5.1 M USD,—,−44.81 USD,+25.89%,0.00%,Health technology,—
EYPT,"EyePoint Pharmaceuticals, Inc.",5.68 USD,+1.43%,369.37 K,0.54,390.85 M USD,—,−2.41 USD,−31.81%,0.00%,Health technology,Strong buy
EZGO,EZGO Technologies Ltd.,0.3403 USD,+0.09%,111.42 K,0.03,1.93 M USD,—,−2.80 USD,"−1,428.65%",0.00%,Consumer services,—
EZPW,"EZCORP, Inc.",13.40 USD,+1.98%,841.97 K,0.63,737.18 M USD,11.81,1.13 USD,+13.22%,0.00%,Finance,Buy
F,Ford Motor Company,10.36 USD,−0.77%,80.52 M,1.02,41.2 B USD,8.30,1.25 USD,+28.66%,7.24%,Consumer durables,Neutral
FA,First Advantage Corporation,16.88 USD,−3.21%,713.7 K,0.54,2.93 B USD,—,−0.90 USD,−504.02%,0.00%,Commercial services,Buy
FAAS,DigiAsia Corp.,0.6576 USD,+27.39%,51.22 M,0.73,39.91 M USD,—,—,—,0.00%,Technology services,—
FACT,FACT II Acquisition Corp.,10.22 USD,+0.59%,126,0.00,248.57 M USD,184.48,0.06 USD,—,0.00%,Finance,—
FAF,First American Corporation (New),55.63 USD,+0.36%,1.09 M,1.24,5.72 B USD,36.71,1.52 USD,−27.26%,3.86%,Finance,Buy
FAMI,"Farmmi, Inc. Ordinary Shares",1.77 USD,+3.21%,39.77 K,0.34,2.21 M USD,—,−0.71 USD,−453.53%,0.00%,Process industries,—
FANG,"Diamondback Energy, Inc.",135.86 USD,−0.32%,1.77 M,0.94,39.69 B USD,8.31,16.35 USD,−7.87%,4.57%,Energy minerals,Strong buy
FARM,Farmer Brothers Company,1.49 USD,+1.36%,66.75 K,0.37,32.12 M USD,—,−0.67 USD,+70.65%,0.00%,Consumer non-durables,Strong buy
FARO,"FARO Technologies, Inc.",42.00 USD,0.00%,650.41 K,0.66,807.5 M USD,—,−0.05 USD,+97.86%,0.00%,Electronic technology,Neutral
FAST,Fastenal Company,40.65 USD,−0.16%,3.87 M,0.74,46.64 B USD,40.55,1.00 USD,−0.70%,2.03%,Distribution services,Neutral
FAT,FAT Brands Inc.,2.22 USD,−5.93%,137.8 K,3.51,40.07 M USD,—,−11.96 USD,−93.67%,25.23%,Consumer services,Strong buy
FATE,"Fate Therapeutics, Inc.",1.16 USD,−3.33%,788.58 K,0.43,132.97 M USD,—,−1.49 USD,+22.13%,0.00%,Health technology,Buy
FATN,"FatPipe, Inc.",9.62 USD,−5.36%,59.28 K,0.42,132.01 M USD,—,—,—,0.00%,Technology services,—
FBGL,FBS Global Limited,0.5950 USD,−5.01%,157.31 K,0.87,—,—,—,—,—,Industrial services,—
FBIN,"Fortune Brands Innovations, Inc.",50.26 USD,−0.93%,1.57 M,0.69,6.04 B USD,14.72,3.41 USD,+4.49%,1.93%,Producer manufacturing,Buy
FBIO,"Fortress Biotech, Inc.",1.78 USD,+2.89%,146.07 K,0.78,52.63 M USD,—,−2.32 USD,+88.12%,0.00%,Health technology,Strong buy
FBIZ,"First Business Financial Services, Inc.",47.75 USD,+0.06%,52.84 K,1.66,397.22 M USD,8.68,5.50 USD,+26.09%,2.18%,Finance,Strong buy
FBK,FB Financial Corporation,43.63 USD,−0.86%,258.92 K,1.44,2 B USD,16.04,2.72 USD,+14.11%,1.60%,Finance,Buy
FBLA,"FB Bancorp, Inc.",11.24 USD,−0.62%,59.4 K,0.77,222.97 M USD,—,−0.34 USD,—,0.00%,Finance,—
FBLG,"FibroBiologics, Inc.",0.8100 USD,−5.81%,203.23 K,1.03,30.99 M USD,—,−0.21 USD,—,0.00%,Health technology,Strong buy
FBNC,First Bancorp,41.00 USD,−0.49%,137.43 K,0.89,1.7 B USD,19.41,2.11 USD,−23.83%,2.15%,Finance,Buy
FBP,First BanCorp. New,20.23 USD,+0.45%,938.22 K,0.94,3.27 B USD,10.99,1.84 USD,+4.62%,3.26%,Finance,Buy
FBRX,"Forte Biosciences, Inc.",8.49 USD,+12.90%,18.7 K,0.94,55.89 M USD,—,−13.81 USD,+45.19%,0.00%,Health technology,Strong buy
FBYD,"Falcon's Beyond Global, Inc.",7.00 USD,+1.60%,6.52 K,0.71,847.3 M USD,—,−0.13 USD,−112.73%,0.00%,Industrial services,—
FC,Franklin Covey Company,22.87 USD,−1.55%,78.52 K,0.91,297.03 M USD,17.23,1.33 USD,+7.86%,0.00%,Commercial services,Strong buy
FCAP,"First Capital, Inc.",48.70 USD,−1.52%,5.68 K,0.56,163.41 M USD,13.34,3.65 USD,+2.43%,2.34%,Finance,—
FCBC,"First Community Bankshares, Inc.",37.71 USD,0.00%,37.38 K,1.18,689.31 M USD,13.72,2.75 USD,+4.09%,3.24%,Finance,Neutral
FCCO,First Community Corporation,23.25 USD,−1.06%,32.03 K,1.47,178.6 M USD,11.71,1.99 USD,+38.61%,2.54%,Finance,Strong buy
FCEL,"FuelCell Energy, Inc.",5.48 USD,+19.65%,3.14 M,3.03,124.48 M USD,—,−7.81 USD,+0.41%,0.00%,Electronic technology,Neutral
FCF,First,15.44 USD,−0.39%,473.79 K,0.92,1.62 B USD,11.45,1.35 USD,−15.99%,3.37%,Finance,Buy
FCFS,"FirstCash Holdings, Inc.",127.50 USD,+0.39%,258.12 K,0.82,5.66 B USD,20.41,6.25 USD,+21.70%,1.17%,Finance,Buy
FCN,"FTI Consulting, Inc.",166.75 USD,+0.09%,349.08 K,0.92,5.72 B USD,22.77,7.32 USD,−14.89%,0.00%,Commercial services,Neutral
FCNCA,"First Citizens BancShares, Inc.","1,822.27 USD",−1.02%,45.01 K,0.69,24.02 B USD,10.44,174.60 USD,−3.08%,0.39%,Finance,Buy
FCUV,Focus Universal Inc.,3.78 USD,+1.61%,26.62 K,0.99,26.93 M USD,—,−0.43 USD,+42.78%,0.00%,Commercial services,—
FCX,"Freeport-McMoRan, Inc.",39.02 USD,+3.50%,15.3 M,1.38,56.04 B USD,32.21,1.21 USD,+6.49%,1.54%,Non-energy minerals,Buy
FDBC,"Fidelity D & D Bancorp, Inc.",39.38 USD,−2.21%,5.28 K,0.92,227.12 M USD,10.48,3.76 USD,+32.82%,3.96%,Finance,—
FDMT,"4D Molecular Therapeutics, Inc.",3.49 USD,−3.06%,388.48 K,0.73,161.67 M USD,—,−3.37 USD,+0.43%,0.00%,Health technology,Buy
FDP,"Fresh Del Monte Produce, Inc.",34.43 USD,+1.80%,322.4 K,0.91,1.65 B USD,11.25,3.06 USD,—,3.05%,Process industries,Strong buy
FDS,FactSet Research Systems Inc.,462.80 USD,−0.26%,171.32 K,0.46,17.56 B USD,32.89,14.07 USD,+11.43%,0.90%,Technology services,Neutral
FDSB,"Fifth District Bancorp, Inc.",12.44 USD,−0.08%,2.93 K,1.04,69.16 M USD,964.34,0.01 USD,—,0.00%,Finance,—
FDUS,Fidus Investment Corporation,20.13 USD,+0.55%,105.34 K,0.59,704.79 M USD,8.62,2.34 USD,−18.62%,8.54%,Miscellaneous,Buy
FDX,FedEx Corporation,216.61 USD,−1.01%,1.5 M,0.70,51.9 B USD,13.60,15.93 USD,−8.20%,2.55%,Transportation,Buy
FE,FirstEnergy Corp.,42.11 USD,+0.29%,4.25 M,1.00,24.3 B USD,22.40,1.88 USD,+1.60%,4.04%,Utilities,Buy
FEAM,"5E Advanced Materials, Inc.",4.23 USD,−0.88%,2.18 K,0.18,84.68 M USD,—,−16.11 USD,+37.83%,0.00%,Process industries,Strong buy
